,col,row
0,57,13
1,58,13
2,59,13
3,60,13
4,61,13
5,62,13
6,57,14
7,58,14
8,59,14
9,60,14
10,61,14
11,62,14
12,65,14
13,66,14
14,67,14
15,47,15
16,48,15
17,49,15
18,50,15
19,53,15
20,54,15
21,55,15
22,56,15
23,57,15
24,58,15
25,59,15
26,60,15
27,61,15
28,62,15
29,63,15
30,64,15
31,65,15
32,66,15
33,67,15
34,68,15
35,41,16
36,47,16
37,48,16
38,49,16
39,50,16
40,53,16
41,54,16
42,55,16
43,56,16
44,57,16
45,58,16
46,59,16
47,60,16
48,61,16
49,62,16
50,63,16
51,64,16
52,65,16
53,66,16
54,67,16
55,68,16
56,69,16
57,70,16
58,71,16
59,37,17
60,38,17
61,39,17
62,40,17
63,41,17
64,42,17
65,43,17
66,44,17
67,45,17
68,46,17
69,47,17
70,48,17
71,49,17
72,50,17
73,51,17
74,52,17
75,53,17
76,54,17
77,55,17
78,56,17
79,57,17
80,58,17
81,59,17
82,60,17
83,61,17
84,62,17
85,63,17
86,64,17
87,65,17
88,66,17
89,67,17
90,68,17
91,69,17
92,70,17
93,71,17
94,24,18
95,37,18
96,38,18
97,39,18
98,40,18
99,41,18
100,42,18
101,43,18
102,44,18
103,45,18
104,46,18
105,47,18
106,48,18
107,49,18
108,50,18
109,51,18
110,52,18
111,53,18
112,54,18
113,55,18
114,56,18
115,57,18
116,58,18
117,59,18
118,60,18
119,61,18
120,62,18
121,63,18
122,64,18
123,65,18
124,66,18
125,67,18
126,68,18
127,69,18
128,70,18
129,71,18
130,72,18
131,73,18
132,74,18
133,19,19
134,20,19
135,21,19
136,22,19
137,23,19
138,24,19
139,30,19
140,31,19
141,32,19
142,33,19
143,34,19
144,35,19
145,36,19
146,37,19
147,38,19
148,39,19
149,40,19
150,41,19
151,42,19
152,43,19
153,44,19
154,45,19
155,46,19
156,47,19
157,48,19
158,49,19
159,50,19
160,51,19
161,52,19
162,53,19
163,54,19
164,55,19
165,56,19
166,57,19
167,58,19
168,59,19
169,60,19
170,61,19
171,62,19
172,63,19
173,64,19
174,65,19
175,66,19
176,67,19
177,68,19
178,69,19
179,70,19
180,71,19
181,72,19
182,73,19
183,74,19
184,75,19
185,76,19
186,17,20
187,18,20
188,19,20
189,20,20
190,21,20
191,22,20
192,23,20
193,24,20
194,27,20
195,28,20
196,29,20
197,30,20
198,31,20
199,32,20
200,33,20
201,34,20
202,35,20
203,36,20
204,37,20
205,38,20
206,39,20
207,40,20
208,41,20
209,42,20
210,43,20
211,44,20
212,45,20
213,46,20
214,47,20
215,48,20
216,49,20
217,50,20
218,51,20
219,52,20
220,53,20
221,54,20
222,55,20
223,56,20
224,57,20
225,58,20
226,59,20
227,60,20
228,61,20
229,62,20
230,63,20
231,64,20
232,65,20
233,66,20
234,67,20
235,68,20
236,69,20
237,70,20
238,71,20
239,72,20
240,73,20
241,74,20
242,75,20
243,76,20
244,14,21
245,15,21
246,16,21
247,17,21
248,18,21
249,19,21
250,20,21
251,21,21
252,22,21
253,23,21
254,24,21
255,25,21
256,26,21
257,27,21
258,28,21
259,29,21
260,30,21
261,31,21
262,32,21
263,33,21
264,34,21
265,35,21
266,36,21
267,37,21
268,38,21
269,39,21
270,40,21
271,41,21
272,42,21
273,43,21
274,44,21
275,45,21
276,46,21
277,47,21
278,48,21
279,49,21
280,50,21
281,51,21
282,52,21
283,53,21
284,54,21
285,55,21
286,56,21
287,57,21
288,58,21
289,59,21
290,60,21
291,61,21
292,62,21
293,63,21
294,64,21
295,65,21
296,66,21
297,67,21
298,68,21
299,69,21
300,70,21
301,71,21
302,72,21
303,73,21
304,74,21
305,75,21
306,14,22
307,15,22
308,16,22
309,17,22
310,18,22
311,19,22
312,20,22
313,21,22
314,22,22
315,23,22
316,24,22
317,25,22
318,26,22
319,27,22
320,28,22
321,29,22
322,30,22
323,31,22
324,32,22
325,33,22
326,34,22
327,35,22
328,36,22
329,37,22
330,38,22
331,39,22
332,40,22
333,41,22
334,42,22
335,43,22
336,44,22
337,45,22
338,46,22
339,47,22
340,48,22
341,49,22
342,50,22
343,51,22
344,52,22
345,53,22
346,54,22
347,55,22
348,56,22
349,57,22
350,58,22
351,59,22
352,60,22
353,61,22
354,62,22
355,63,22
356,64,22
357,65,22
358,66,22
359,67,22
360,68,22
361,69,22
362,70,22
363,71,22
364,72,22
365,73,22
366,74,22
367,75,22
368,15,23
369,16,23
370,17,23
371,18,23
372,19,23
373,20,23
374,21,23
375,22,23
376,23,23
377,24,23
378,25,23
379,26,23
380,27,23
381,28,23
382,29,23
383,30,23
384,31,23
385,32,23
386,33,23
387,34,23
388,35,23
389,36,23
390,37,23
391,38,23
392,39,23
393,40,23
394,41,23
395,42,23
396,43,23
397,44,23
398,45,23
399,46,23
400,47,23
401,48,23
402,49,23
403,50,23
404,51,23
405,52,23
406,53,23
407,54,23
408,55,23
409,56,23
410,57,23
411,58,23
412,59,23
413,60,23
414,61,23
415,62,23
416,63,23
417,64,23
418,65,23
419,66,23
420,67,23
421,68,23
422,69,23
423,70,23
424,71,23
425,72,23
426,73,23
427,74,23
428,75,23
429,76,23
430,11,24
431,12,24
432,15,24
433,16,24
434,17,24
435,18,24
436,19,24
437,20,24
438,21,24
439,22,24
440,23,24
441,24,24
442,25,24
443,26,24
444,27,24
445,28,24
446,29,24
447,30,24
448,31,24
449,32,24
450,33,24
451,34,24
452,35,24
453,36,24
454,37,24
455,38,24
456,39,24
457,40,24
458,41,24
459,42,24
460,43,24
461,44,24
462,45,24
463,46,24
464,47,24
465,48,24
466,49,24
467,50,24
468,51,24
469,52,24
470,53,24
471,54,24
472,55,24
473,56,24
474,57,24
475,58,24
476,59,24
477,60,24
478,61,24
479,62,24
480,63,24
481,64,24
482,65,24
483,66,24
484,67,24
485,68,24
486,69,24
487,70,24
488,71,24
489,72,24
490,73,24
491,74,24
492,75,24
493,76,24
494,10,25
495,11,25
496,12,25
497,13,25
498,14,25
499,15,25
500,16,25
501,17,25
502,18,25
503,19,25
504,20,25
505,21,25
506,22,25
507,23,25
508,24,25
509,25,25
510,26,25
511,27,25
512,28,25
513,29,25
514,30,25
515,31,25
516,32,25
517,33,25
518,34,25
519,35,25
520,36,25
521,37,25
522,38,25
523,39,25
524,40,25
525,41,25
526,42,25
527,43,25
528,44,25
529,45,25
530,46,25
531,47,25
532,48,25
533,49,25
534,50,25
535,51,25
536,52,25
537,53,25
538,54,25
539,55,25
540,56,25
541,57,25
542,58,25
543,59,25
544,60,25
545,61,25
546,62,25
547,63,25
548,64,25
549,65,25
550,66,25
551,67,25
552,68,25
553,69,25
554,70,25
555,71,25
556,72,25
557,73,25
558,74,25
559,75,25
560,76,25
561,10,26
562,11,26
563,12,26
564,13,26
565,14,26
566,15,26
567,16,26
568,17,26
569,18,26
570,19,26
571,20,26
572,21,26
573,22,26
574,23,26
575,24,26
576,25,26
577,26,26
578,27,26
579,28,26
580,29,26
581,30,26
582,31,26
583,32,26
584,33,26
585,34,26
586,35,26
587,36,26
588,37,26
589,38,26
590,39,26
591,40,26
592,41,26
593,42,26
594,43,26
595,44,26
596,45,26
597,46,26
598,47,26
599,48,26
600,49,26
601,50,26
602,51,26
603,52,26
604,53,26
605,54,26
606,55,26
607,56,26
608,57,26
609,58,26
610,59,26
611,60,26
612,61,26
613,62,26
614,63,26
615,64,26
616,65,26
617,66,26
618,67,26
619,68,26
620,69,26
621,70,26
622,71,26
623,72,26
624,73,26
625,74,26
626,75,26
627,76,26
628,11,27
629,12,27
630,13,27
631,14,27
632,15,27
633,16,27
634,17,27
635,18,27
636,19,27
637,20,27
638,21,27
639,22,27
640,23,27
641,24,27
642,25,27
643,26,27
644,27,27
645,28,27
646,29,27
647,30,27
648,31,27
649,32,27
650,33,27
651,34,27
652,35,27
653,36,27
654,37,27
655,38,27
656,39,27
657,40,27
658,41,27
659,42,27
660,43,27
661,44,27
662,45,27
663,46,27
664,47,27
665,48,27
666,49,27
667,50,27
668,51,27
669,52,27
670,53,27
671,54,27
672,55,27
673,56,27
674,57,27
675,58,27
676,59,27
677,60,27
678,61,27
679,62,27
680,63,27
681,64,27
682,65,27
683,66,27
684,67,27
685,68,27
686,69,27
687,70,27
688,71,27
689,72,27
690,73,27
691,74,27
692,75,27
693,76,27
694,11,28
695,12,28
696,13,28
697,14,28
698,15,28
699,16,28
700,17,28
701,18,28
702,19,28
703,20,28
704,21,28
705,22,28
706,23,28
707,24,28
708,25,28
709,26,28
710,27,28
711,28,28
712,29,28
713,30,28
714,31,28
715,32,28
716,33,28
717,34,28
718,35,28
719,36,28
720,37,28
721,38,28
722,39,28
723,40,28
724,41,28
725,42,28
726,43,28
727,44,28
728,45,28
729,46,28
730,47,28
731,48,28
