,col,row
455,30,26
456,31,26
457,32,26
458,33,26
459,34,26
460,35,26
461,36,26
462,37,26
463,38,26
464,39,26
465,40,26
466,10,27
467,11,27
468,12,27
469,13,27
470,14,27
471,15,27
472,16,27
473,17,27
474,18,27
475,19,27
476,20,27
477,21,27
478,22,27
479,23,27
480,24,27
481,25,27
482,26,27
483,27,27
484,28,27
485,29,27
486,30,27
487,31,27
488,32,27
489,33,27
490,34,27
491,35,27
492,36,27
493,37,27
494,38,27
495,39,27
496,40,27
497,14,28
498,15,28
499,16,28
500,17,28
501,18,28
502,19,28
503,20,28
504,21,28
505,22,28
506,23,28
507,24,28
508,25,28
509,26,28
510,27,28
511,28,28
512,29,28
513,30,28
514,31,28
515,32,28
516,33,28
517,34,28
518,35,28
519,36,28
520,37,28
521,38,28
522,39,28
523,40,28
524,15,29
525,16,29
526,18,29
527,19,29
528,20,29
529,21,29
530,22,29
531,23,29
532,24,29
533,25,29
534,26,29
535,27,29
536,28,29
537,29,29
538,30,29
539,31,29
540,32,29
541,33,29
542,34,29
543,35,29
544,36,29
545,37,29
546,38,29
547,39,29
548,40,29
549,22,30
550,23,30
551,24,30
552,25,30
553,26,30
554,27,30
555,28,30
556,29,30
557,30,30
558,31,30
559,32,30
560,33,30
561,34,30
562,35,30
563,36,30
564,37,30
565,38,30
566,39,30
567,40,30
568,41,30
569,23,31
570,24,31
571,25,31
572,26,31
573,27,31
574,28,31
575,29,31
576,30,31
577,31,31
578,32,31
579,33,31
580,34,31
581,35,31
582,36,31
583,37,31
584,38,31
585,39,31
586,40,31
587,41,31
588,42,31
589,24,32
590,25,32
591,26,32
592,27,32
593,28,32
594,29,32
595,30,32
596,31,32
597,32,32
598,33,32
599,34,32
600,35,32
601,36,32
602,37,32
603,38,32
604,39,32
605,40,32
606,41,32
607,42,32
608,43,32
609,29,33
610,30,33
611,31,33
612,32,33
613,33,33
614,34,33
615,35,33
616,36,33
617,37,33
618,38,33
619,39,33
620,40,33
621,41,33
622,42,33
623,43,33
624,30,34
625,31,34
626,32,34
627,33,34
628,34,34
629,35,34
630,36,34
631,37,34
632,38,34
633,39,34
634,40,34
635,41,34
636,42,34
637,31,35
638,32,35
639,33,35
640,34,35
641,35,35
642,36,35
643,37,35
644,38,35
645,39,35
646,40,35
647,31,36
648,32,36
649,33,36
650,34,36
651,35,36
652,36,36
653,37,36
654,38,36
655,39,36
656,40,36
657,34,37
658,35,37
659,36,37
660,37,37
661,38,37
662,39,37
663,34,38
664,35,38
665,36,38
666,37,38
667,38,38
668,34,39
669,35,39
670,36,39
671,37,39
672,35,40
673,36,40
674,35,41
675,36,41
