,col,row
277,21,18
278,22,18
279,23,18
280,24,18
281,25,18
282,26,18
283,27,18
284,28,18
285,29,18
286,30,18
287,31,18
288,32,18
289,33,18
290,34,18
291,35,18
292,36,18
293,37,18
294,38,18
295,39,18
296,40,18
297,8,19
298,9,19
299,10,19
300,11,19
301,12,19
302,13,19
303,14,19
304,15,19
305,16,19
306,17,19
307,18,19
308,19,19
309,20,19
310,21,19
311,22,19
312,23,19
313,24,19
314,25,19
315,26,19
316,27,19
317,28,19
318,29,19
319,30,19
320,31,19
321,32,19
322,33,19
323,34,19
324,35,19
325,36,19
326,37,19
327,38,19
328,39,19
329,40,19
330,8,20
331,9,20
332,10,20
333,11,20
334,12,20
335,13,20
336,14,20
337,15,20
338,16,20
339,17,20
340,18,20
341,19,20
342,20,20
343,21,20
344,22,20
345,23,20
346,24,20
347,25,20
348,26,20
349,27,20
350,28,20
351,29,20
352,30,20
353,31,20
354,32,20
355,33,20
356,34,20
357,35,20
358,36,20
359,37,20
360,38,20
361,39,20
362,40,20
363,7,21
364,8,21
365,9,21
366,10,21
367,11,21
368,12,21
369,13,21
370,14,21
371,15,21
372,16,21
373,17,21
374,18,21
375,19,21
376,20,21
377,21,21
378,22,21
379,23,21
380,24,21
381,25,21
382,26,21
383,27,21
384,28,21
385,29,21
386,30,21
387,31,21
388,32,21
389,33,21
390,34,21
391,35,21
392,36,21
393,37,21
394,38,21
395,39,21
396,40,21
397,7,22
398,8,22
399,9,22
400,10,22
401,11,22
402,12,22
403,13,22
404,14,22
405,15,22
406,16,22
407,17,22
408,18,22
409,19,22
410,20,22
411,21,22
412,22,22
413,23,22
414,24,22
415,25,22
416,26,22
417,27,22
418,28,22
419,29,22
420,30,22
421,31,22
422,32,22
423,33,22
424,34,22
425,35,22
426,36,22
427,37,22
428,38,22
429,39,22
430,40,22
431,7,23
432,8,23
433,9,23
434,10,23
435,11,23
436,12,23
437,13,23
438,14,23
439,15,23
440,16,23
441,17,23
442,18,23
443,19,23
444,20,23
445,21,23
446,22,23
447,23,23
448,24,23
449,25,23
450,26,23
451,27,23
452,28,23
453,29,23
454,30,23
455,31,23
456,32,23
457,33,23
458,34,23
459,35,23
460,36,23
461,37,23
462,38,23
463,39,23
464,40,23
465,7,24
466,8,24
467,9,24
468,10,24
469,11,24
470,12,24
471,13,24
472,14,24
473,15,24
474,16,24
475,17,24
476,18,24
477,19,24
478,20,24
479,21,24
480,22,24
481,23,24
482,24,24
483,25,24
484,26,24
485,27,24
486,28,24
487,29,24
488,30,24
489,31,24
490,32,24
491,33,24
492,34,24
493,35,24
494,36,24
495,37,24
496,38,24
497,39,24
498,40,24
499,41,24
500,7,25
501,8,25
502,9,25
503,10,25
504,11,25
505,12,25
506,13,25
507,14,25
508,15,25
509,16,25
510,17,25
511,18,25
512,19,25
513,20,25
514,21,25
515,22,25
516,23,25
517,24,25
518,25,25
519,26,25
520,27,25
521,28,25
522,29,25
523,30,25
524,31,25
525,32,25
526,33,25
527,34,25
528,35,25
529,36,25
530,37,25
531,38,25
532,39,25
533,40,25
534,9,26
535,10,26
536,11,26
537,12,26
538,13,26
539,14,26
540,15,26
541,16,26
542,17,26
543,18,26
544,19,26
545,20,26
546,21,26
547,22,26
548,23,26
549,24,26
550,25,26
551,26,26
552,27,26
553,28,26
554,29,26
555,30,26
556,31,26
557,32,26
558,33,26
559,34,26
560,35,26
561,36,26
562,37,26
563,38,26
564,39,26
565,40,26
566,9,27
567,10,27
568,11,27
569,12,27
570,13,27
571,14,27
572,15,27
573,16,27
574,17,27
575,18,27
576,19,27
577,20,27
578,21,27
579,22,27
580,23,27
581,24,27
582,25,27
583,26,27
584,27,27
585,28,27
586,29,27
587,30,27
588,31,27
589,32,27
590,33,27
591,34,27
592,35,27
593,36,27
594,37,27
595,38,27
596,39,27
597,40,27
598,15,28
599,16,28
600,17,28
601,18,28
602,19,28
603,20,28
604,21,28
605,22,28
606,23,28
607,24,28
608,25,28
609,26,28
610,27,28
611,28,28
612,29,28
613,30,28
614,31,28
615,32,28
616,33,28
617,34,28
618,35,28
619,36,28
620,37,28
621,38,28
622,39,28
623,40,28
624,16,29
625,17,29
626,19,29
627,20,29
628,21,29
629,22,29
630,23,29
631,24,29
632,25,29
633,26,29
634,27,29
635,28,29
636,29,29
637,30,29
638,31,29
639,32,29
640,33,29
641,34,29
642,35,29
643,36,29
644,37,29
645,38,29
646,39,29
647,40,29
648,22,30
649,23,30
650,24,30
651,25,30
652,26,30
653,27,30
654,28,30
655,29,30
656,30,30
657,31,30
658,32,30
659,33,30
660,34,30
661,35,30
662,36,30
663,37,30
664,38,30
665,39,30
666,40,30
667,41,30
668,23,31
669,24,31
670,25,31
671,26,31
672,27,31
673,28,31
674,29,31
675,30,31
676,31,31
677,32,31
678,33,31
679,34,31
680,35,31
681,36,31
682,37,31
683,38,31
684,39,31
685,40,31
686,41,31
687,42,31
688,24,32
689,25,32
690,26,32
691,27,32
692,28,32
693,29,32
694,30,32
695,31,32
696,32,32
697,33,32
698,34,32
699,35,32
700,36,32
701,37,32
702,38,32
703,39,32
704,40,32
705,41,32
706,42,32
707,43,32
708,29,33
709,30,33
710,31,33
711,32,33
712,33,33
713,34,33
714,35,33
715,36,33
716,37,33
717,38,33
718,39,33
719,40,33
720,41,33
721,42,33
722,43,33
723,30,34
724,31,34
725,32,34
726,33,34
727,34,34
728,35,34
729,36,34
730,37,34
731,38,34
732,39,34
733,40,34
734,41,34
735,42,34
736,43,34
737,31,35
738,32,35
739,33,35
740,34,35
741,35,35
742,36,35
743,37,35
744,38,35
745,39,35
746,40,35
747,41,35
748,42,35
749,43,35
750,31,36
751,32,36
752,33,36
753,34,36
754,35,36
755,36,36
756,37,36
757,38,36
758,39,36
759,40,36
760,41,36
761,42,36
762,43,36
763,34,37
764,35,37
765,36,37
766,37,37
767,38,37
768,39,37
769,40,37
770,41,37
771,42,37
772,43,37
773,34,38
774,35,38
775,36,38
776,37,38
777,38,38
778,39,38
